income,age,english_score,prev_gpa,sem1_gpa,sem2_gpa,sem3_gpa,sem4_gpa,sem1_pred,sem2_pred,sem3_pred,sem4_pred
Upper middle income,U30,6,3.7,3.38,3.25,3.5,0.0,3.41,3.43,3.58,0.0
Low income,U30,6.2,3.71,3.45,3.5,4.0,4.0,3.41,3.55,3.71,3.5
Low income,U30,6.2,4.0,3.63,3.5,3.5,0.0,3.41,3.63,3.88,0.0
Lower middle income,U30,8.5,3.0,2.86,3.0,3.32,3.25,3.41,3.2,3.42,3.5
Lower middle income,U30,6.2,3.0,3.75,3.82,0.0,0.0,3.41,3.64,0.0,0.0
Lower middle income,U30,6.5,2.82,3.36,3.36,3.42,3.5,3.41,3.39,3.45,3.5
Upper middle income,U44,6,2.83,3.0,3.0,4.0,3.0,3.41,3.22,3.45,3.5
Lower middle income,U30,6,3.0,3.36,3.54,0.0,0.0,3.41,3.36,0.0,0.0
Upper middle income,U30,6,3.65,3.5,3.35,4.0,0.0,3.41,3.5,3.62,0.0
Upper middle income,U30,6,3.45,3.75,3.88,4.0,0.0,3.41,3.64,3.79,0.0
Lower middle income,U30,6.2,1.0,2.88,3.13,3.5,0.0,3.41,3.18,3.5,0.0
Lower middle income,U30,6,3.0,3.88,3.32,0.0,0.0,3.41,3.74,0.0,0.0
Upper middle income,u37,6,2.76,3.39,3.5,0.0,0.0,3.41,3.42,0.0,0.0
Lower middle income,U25,7,4.0,3.25,3.88,3.5,0.0,3.41,3.35,3.61,0.0
Low income,U30,6,3.5,3.25,3.75,4.0,0.0,3.41,3.36,3.69,0.0
Lower middle income,U30,8.5,2.66,3.88,4.0,0.0,0.0,3.41,3.77,0.0,0.0
Lower middle income,U30,6,2.68,4.0,4.0,0.0,0.0,3.41,3.81,0.0,0.0
Low income,U30,6.5,3.47,3.89,3.96,0.0,0.0,3.41,3.82,0.0,0.0
Low income,u37,6,3.5,3.38,3.68,0.0,0.0,3.41,3.47,0.0,0.0
Lower middle income,U30,6,3.22,4.0,4.0,0.0,0.0,3.41,3.81,0.0,0.0
Lower middle income,u37,6.2,3.0,3.71,3.75,3.83,0.0,3.41,3.62,3.61,0.0
Lower middle income,U30,6,3.0,3.43,3.67,3.58,0.0,3.41,3.42,3.5,0.0
Lower middle income,U30,6,2.75,3.5,3.67,3.42,0.0,3.41,3.47,3.53,0.0
Lower middle income,U30,6,3.05,3.5,3.33,3.5,0.0,3.41,3.44,3.5,0.0
Lower middle income,U30,6.2,2.87,4.0,4.0,4.0,0.0,3.41,3.86,3.94,0.0
Lower middle income,u37,6,2.66,3.13,3.07,0.0,0.0,3.41,3.21,0.0,0.0
Upper middle income,U30,6.2,3.21,3.07,3.5,3.6,3.5,3.41,3.25,3.43,3.5
Lower middle income,U30,7,3.27,3.0,3.36,3.08,0.0,3.41,3.24,3.43,0.0
Lower middle income,U30,6,3.5,3.58,3.46,0.0,0.0,3.41,3.54,0.0,0.0
Lower middle income,U30,6,4.0,2.75,3.5,4.0,0.0,3.41,3.18,3.44,0.0
Lower middle income,u37,6,2.0,3.38,3.18,0.0,0.0,3.41,3.4,0.0,0.0
Lower middle income,u37,6,3.0,3.5,3.68,0.0,0.0,3.41,3.49,0.0,0.0
Lower middle income,U30,6,2.0,3.88,3.88,4.0,0.0,3.41,3.73,3.78,0.0
Lower middle income,U30,6,3.5,2.92,3.18,0.0,0.0,3.41,3.19,0.0,0.0
Lower middle income,U25,6,3.0,3.75,3.38,3.4,3.5,3.41,3.63,3.69,3.5
Lower middle income,U44,6,2.21,2.88,3.5,3.13,0.0,3.41,3.22,3.42,0.0
Upper middle income,U30,6,3.64,3.36,3.25,0.0,0.0,3.41,3.42,0.0,0.0
Lower middle income,U30,6,3.3,3.77,3.62,4.0,0.0,3.41,3.66,3.65,0.0
Lower middle income,u37,6,3.01,3.5,3.63,4.0,0.0,3.41,3.52,3.64,0.0
Lower middle income,u37,6.2,3.5,3.38,3.81,4.0,0.0,3.41,3.42,3.71,0.0
Lower middle income,U30,6,3.0,3.38,3.61,0.0,0.0,3.41,3.39,0.0,0.0
Lower middle income,U30,6,2.5,3.2,3.18,0.0,0.0,3.41,3.28,0.0,0.0
Lower middle income,u37,6.2,2.39,3.13,3.5,3.0,4.0,3.41,3.33,3.48,3.5
Upper middle income,U30,6,3.22,3.73,3.73,0.0,0.0,3.41,3.66,0.0,0.0
Lower middle income,U30,6,4.0,3.46,3.8,3.5,0.0,3.41,3.48,3.74,0.0
Low income,U30,6,3.79,3.5,3.63,4.0,0.0,3.41,3.58,3.71,0.0
Lower middle income,U30,6.2,3.5,4.0,3.79,0.0,0.0,3.41,3.83,0.0,0.0
Upper middle income,U30,7.5,3.5,2.83,3.0,3.5,3.5,3.41,3.22,3.48,3.43
Low income,U30,6.5,3.5,2.63,2.88,3.0,0.0,3.41,3.18,3.46,0.0
Lower middle income,U30,6.2,4.0,3.5,3.64,3.59,3.75,3.41,3.45,3.55,3.5
Upper middle income,U30,6,3.43,3.5,3.57,0.0,0.0,3.41,3.5,0.0,0.0
Lower middle income,U30,6.2,3.0,3.0,3.11,0.0,0.0,3.41,3.2,0.0,0.0
Lower middle income,U30,6,3.77,3.65,3.68,0.0,0.0,3.41,3.59,0.0,0.0
Low income,U30,7,1.73,3.88,3.79,0.0,0.0,3.41,3.86,0.0,0.0
Upper middle income,u37,6,3.73,3.38,3.25,4.0,0.0,3.41,3.42,3.48,0.0
Lower middle income,u37,6,3.5,2.59,2.86,2.5,3.5,3.41,3.18,3.42,3.49
Lower middle income,U30,6,3.5,3.25,3.63,4.0,0.0,3.41,3.33,3.51,0.0
Upper middle income,U30,6,3.49,3.25,3.25,4.0,0.0,3.41,3.34,3.53,0.0
Lower middle income,U30,6,3.33,3.88,3.5,0.0,0.0,3.41,3.75,0.0,0.0
Lower middle income,u37,6,2.81,4.0,4.0,0.0,0.0,3.41,3.84,0.0,0.0
Lower middle income,U30,6,3.69,3.25,3.13,0.0,0.0,3.41,3.31,0.0,0.0
Lower middle income,u37,7,3.09,3.63,3.75,0.0,0.0,3.41,3.63,0.0,0.0
Lower middle income,u37,6,3.22,3.63,3.5,0.0,0.0,3.41,3.59,0.0,0.0
Lower middle income,u37,6,3.56,3.38,3.63,0.0,0.0,3.41,3.39,0.0,0.0
Lower middle income,U30,6,3.0,3.17,3.0,3.29,0.0,3.41,3.29,3.42,0.0
Lower middle income,U30,6,3.5,3.75,3.5,3.88,0.0,3.41,3.72,3.7,0.0
Lower middle income,u37,6,2.98,3.0,3.0,0.0,0.0,3.41,3.19,0.0,0.0
Upper middle income,U30,6,2.98,4.0,4.0,4.0,0.0,3.41,3.8,3.8,0.0
Lower middle income,u37,6,2.0,2.88,3.27,3.0,0.0,3.41,3.18,3.42,0.0
Lower middle income,u37,6,3.0,3.15,3.19,3.63,0.0,3.41,3.27,3.43,0.0
Upper middle income,U30,7,3.36,3.87,3.93,3.9,0.0,3.41,3.76,3.73,0.0
High income,U25,7,2.75,3.25,3.25,3.5,0.0,3.41,3.32,3.69,0.0
High income,U25,6,2.75,3.38,3.38,0.0,0.0,3.41,3.35,0.0,0.0
Upper middle income,G45,6,2.01,3.37,3.47,3.3,0.0,3.41,3.44,3.45,0.0
Upper middle income,U44,6,2.3,3.27,3.13,3.4,0.0,3.41,3.36,3.48,0.0
Upper middle income,u37,6.2,3.36,3.7,3.8,3.9,0.0,3.41,3.62,3.66,0.0
Lower middle income,G45,6,3.29,3.29,3.25,3.0,0.0,3.41,3.36,3.44,0.0
Lower middle income,U30,6.2,4.0,3.5,3.25,0.0,0.0,3.41,3.44,0.0,0.0
Lower middle income,U25,6,4.0,3.34,3.54,0.0,0.0,3.41,3.3,0.0,0.0
Upper middle income,U44,6,2.78,3.23,3.07,3.5,0.0,3.41,3.34,3.46,0.0
Lower middle income,U30,6.2,4.0,3.81,3.81,0.0,0.0,3.41,3.64,0.0,0.0
Upper middle income,U30,6,3.89,3.5,3.71,3.82,4.0,3.41,3.48,3.54,3.5
Lower middle income,U44,6,3.5,3.5,3.2,3.2,3.27,3.41,3.48,3.55,3.5
Lower middle income,u37,6,3.5,3.5,3.58,3.5,3.73,3.41,3.46,3.55,3.5
Lower middle income,U44,6.5,4.0,3.67,3.53,3.9,0.0,3.41,3.58,3.7,0.0
Upper middle income,u37,6,3.28,3.23,3.33,3.4,0.0,3.41,3.31,3.42,0.0
Lower middle income,u37,6,3.08,3.36,3.38,2.5,0.0,3.41,3.37,3.3,0.0
Upper middle income,G45,6,3.47,3.93,3.67,3.9,0.0,3.41,3.72,3.63,0.0
Lower middle income,u37,6,3.5,2.71,3.21,3.5,0.0,3.41,3.18,3.42,0.0
Low income,u37,6,3.0,3.65,3.85,0.0,0.0,3.41,3.64,0.0,0.0
High income,U25,7,2.75,3.83,3.92,0.0,0.0,3.41,3.7,0.0,0.0
Lower middle income,U30,6,3.18,3.58,3.68,3.5,0.0,3.41,3.52,3.66,0.0
Lower middle income,U30,6,2.96,4.0,3.81,0.0,0.0,3.41,3.8,0.0,0.0
Lower middle income,u37,6,3.5,3.75,3.75,4.0,3.86,3.41,3.62,3.61,3.5
Upper middle income,U30,6,3.62,3.86,3.64,4.0,0.0,3.41,3.7,3.74,0.0
Upper middle income,u37,6,3.5,2.86,3.36,3.0,3.67,3.41,3.19,3.42,3.5
Lower middle income,U30,9,4.0,3.5,3.21,3.5,3.69,3.41,3.51,3.48,3.5
Lower middle income,U30,8.5,4.0,3.71,3.86,3.82,3.88,3.41,3.62,3.58,3.5
Upper middle income,u37,6,3.4,3.05,3.5,3.38,3.38,3.41,3.25,3.42,3.5
Lower middle income,U44,6,3.0,3.14,3.54,0.0,0.0,3.41,3.25,0.0,0.0
Upper middle income,U25,6,3.84,4.0,4.0,4.0,4.0,3.41,3.83,3.94,3.48
Low income,u37,6.2,3.5,2.88,3.46,0.0,0.0,3.41,3.21,0.0,0.0
Lower middle income,u37,6,2.5,2.75,2.75,3.13,3.0,3.41,3.18,3.42,3.5
Lower middle income,U44,6,2.42,2.67,3.0,3.1,0.0,3.41,3.18,3.42,0.0
Lower middle income,U30,6.5,3.0,3.83,3.75,0.0,0.0,3.41,3.68,0.0,0.0
Lower middle income,u37,6,2.0,3.0,3.11,0.0,0.0,3.41,3.19,0.0,0.0
Upper middle income,U30,6,3.6,3.88,3.88,4.0,0.0,3.41,3.77,3.74,0.0
Upper middle income,U30,6,3.71,3.0,3.5,3.5,0.0,3.41,3.2,3.46,0.0
Lower middle income,U30,6,3.0,3.5,3.5,0.0,0.0,3.41,3.48,0.0,0.0
Low income,u37,7,3.5,3.5,3.88,4.0,0.0,3.41,3.59,3.75,0.0
Upper middle income,U30,6,3.06,3.54,3.42,4.0,0.0,3.41,3.51,3.62,0.0
Lower middle income,U30,6,3.5,3.5,3.67,3.7,4.0,3.41,3.52,3.58,3.5
Low income,U30,6.2,4.0,4.0,4.0,4.0,0.0,3.41,3.9,3.89,0.0
Lower middle income,u37,6,2.5,3.65,3.75,3.71,3.75,3.41,3.57,3.54,3.5
Lower middle income,U30,6,2.5,3.6,3.88,3.71,3.5,3.41,3.54,3.54,3.5
Lower middle income,U30,6,3.5,3.85,3.67,3.61,3.5,3.41,3.68,3.63,3.5
Lower middle income,U44,6,3.5,3.85,3.71,3.82,3.0,3.41,3.72,3.64,3.5
Lower middle income,U44,6,2.5,3.65,3.79,3.64,3.25,3.41,3.58,3.57,3.5
Lower middle income,U30,6,3.11,3.25,3.58,3.5,0.0,3.41,3.32,3.6,0.0
Upper middle income,U30,6.2,3.34,3.54,3.35,3.5,0.0,3.41,3.53,3.58,0.0
Lower middle income,u37,7.5,2.75,3.89,3.61,0.0,0.0,3.41,3.79,0.0,0.0
Lower middle income,U30,7,3.5,3.38,3.75,4.0,0.0,3.41,3.46,3.66,0.0
Lower middle income,u37,6.2,2.0,3.88,3.93,3.71,3.0,3.41,3.72,3.66,3.5
Lower middle income,U44,6,3.5,3.3,3.5,3.5,3.75,3.41,3.4,3.47,3.5
Lower middle income,G45,6.5,3.0,3.5,4.0,3.75,3.5,3.41,3.53,3.48,3.5
Lower middle income,u37,6,2.0,3.2,3.79,3.54,3.0,3.41,3.3,3.43,3.5
Low income,U30,6,3.76,3.38,3.5,4.0,0.0,3.41,3.45,3.73,0.0
Upper middle income,U30,6,3.3,3.5,3.5,0.0,0.0,3.41,3.51,0.0,0.0
Upper middle income,U44,6,3.76,2.88,3.25,3.5,3.5,3.41,3.2,3.5,3.5
Lower middle income,u37,6.2,3.5,3.67,3.29,3.81,3.2,3.41,3.57,3.52,3.5
Lower middle income,U30,6,3.0,3.13,3.13,3.38,3.5,3.41,3.23,3.45,3.5
Lower middle income,U25,6,3.73,3.63,3.75,4.0,0.0,3.41,3.56,3.65,0.0
Lower middle income,U30,6,3.5,3.73,3.53,0.0,0.0,3.41,3.61,0.0,0.0
Upper middle income,U25,6,3.62,3.88,4.0,0.0,0.0,3.41,3.74,0.0,0.0
Upper middle income,U30,6,2.64,3.33,3.75,3.5,3.5,3.41,3.41,3.6,3.5
Upper middle income,U30,6.3,3.71,4.0,3.75,4.0,0.0,3.41,3.84,3.93,0.0
Low income,U30,9,3.05,3.36,3.57,3.7,0.0,3.41,3.51,3.57,0.0
Lower middle income,u37,6,2.72,3.21,3.58,3.58,0.0,3.41,3.3,3.46,0.0
Lower middle income,U25,6,3.73,3.63,3.82,0.0,0.0,3.41,3.53,0.0,0.0
Upper middle income,U30,6,3.16,3.65,3.88,0.0,0.0,3.41,3.6,0.0,0.0
Lower middle income,U25,6,3.08,3.64,3.61,0.0,0.0,3.41,3.55,0.0,0.0
Lower middle income,u37,6,3.5,3.85,3.56,3.53,3.25,3.41,3.69,3.58,3.5
Upper middle income,U25,6,3.64,4.0,3.75,4.0,0.0,3.41,3.82,3.93,0.0
Lower middle income,U30,6.3,3.5,3.0,2.75,3.5,0.0,3.41,3.2,3.45,0.0
Lower middle income,u37,6,3.0,3.67,3.55,3.4,3.73,3.41,3.55,3.57,3.5
Lower middle income,u37,6.2,3.13,4.0,4.0,4.0,4.0,3.41,3.84,3.86,3.5
Low income,u37,9,3.5,4.0,4.0,0.0,0.0,3.41,3.92,0.0,0.0
Lower middle income,u37,6,2.84,3.43,3.39,0.0,0.0,3.41,3.4,0.0,0.0
Upper middle income,U30,6,3.89,3.25,3.36,0.0,0.0,3.41,3.31,0.0,0.0
Lower middle income,u37,6,3.5,3.25,3.66,3.65,3.44,3.41,3.35,3.42,3.5
Lower middle income,u37,6,3.23,3.5,3.25,0.0,0.0,3.41,3.46,0.0,0.0
Lower middle income,U30,6.5,2.9,3.75,3.63,0.0,0.0,3.41,3.67,0.0,0.0
Upper middle income,U30,6,3.52,3.63,3.25,3.5,0.0,3.41,3.57,3.68,0.0
Upper middle income,U30,6,3.49,4.0,3.64,0.0,0.0,3.41,3.82,0.0,0.0
Lower middle income,u37,6,3.5,3.15,3.2,3.75,3.5,3.41,3.26,3.42,3.5
Upper middle income,U25,6.5,3.18,3.38,3.5,4.0,0.0,3.41,3.39,3.54,0.0
Upper middle income,u37,6,3.0,4.0,4.0,4.0,0.0,3.41,3.86,3.79,0.0
Upper middle income,U30,6,2.96,3.33,3.0,3.5,3.5,3.41,3.42,3.55,3.5
Lower middle income,U30,7,4.0,3.72,3.85,0.0,0.0,3.41,3.66,0.0,0.0
Upper middle income,U30,6,2.67,2.67,3.0,3.0,3.5,3.41,3.18,3.42,3.5
Low income,U30,6.5,3.62,3.38,3.5,4.0,0.0,3.41,3.45,3.76,0.0
Upper middle income,u37,6,2.81,3.13,3.38,3.5,0.0,3.41,3.27,3.47,0.0
Low income,U25,8.5,3.5,3.58,3.27,3.25,0.0,3.41,3.6,3.6,0.0
Lower middle income,u37,6,2.5,2.86,2.86,3.61,3.6,3.41,3.19,3.42,3.5
Low income,u37,6.2,3.5,3.19,3.71,4.0,0.0,3.41,3.35,3.55,0.0
Lower middle income,u37,6,3.5,3.33,3.39,3.63,3.2,3.41,3.39,3.45,3.5
Lower middle income,U30,6,2.5,3.53,3.32,3.31,3.8,3.41,3.46,3.46,3.5
Lower middle income,U30,6,3.5,3.6,3.36,3.5,3.5,3.41,3.51,3.59,3.5
Lower middle income,U30,6,3.0,3.8,3.5,3.81,3.7,3.41,3.63,3.67,3.5
Lower middle income,U30,6,2.75,2.85,2.79,0.0,0.0,3.41,3.18,0.0,0.0
Upper middle income,U25,6,3.54,3.29,3.36,3.71,4.0,3.41,3.3,3.46,3.5
Lower middle income,U30,6,3.5,3.6,3.43,3.5,3.8,3.41,3.52,3.54,3.5
Lower middle income,u37,6,3.5,3.3,3.36,3.63,3.1,3.41,3.36,3.43,3.5
Upper middle income,u37,6,3.01,3.12,3.0,3.67,3.0,3.41,3.3,3.42,3.5
Lower middle income,u37,6,2.2,3.3,3.46,3.5,3.7,3.41,3.35,3.44,3.5
Lower middle income,U30,7.5,3.5,3.77,3.83,3.6,0.0,3.41,3.68,3.64,0.0
Lower middle income,U30,6.5,2.39,3.0,3.14,3.5,0.0,3.41,3.22,3.42,0.0
Lower middle income,u37,6,3.0,3.63,3.39,3.19,3.2,3.41,3.55,3.53,3.5
Low income,U30,6,3.85,3.88,3.7,3.83,0.0,3.41,3.85,3.79,0.0
Lower middle income,U30,6,3.07,2.88,3.25,3.25,3.5,3.41,3.18,3.43,3.5
Upper middle income,U30,6,3.32,3.5,3.73,3.3,0.0,3.41,3.5,3.6,0.0
Upper middle income,U30,6,3.11,2.5,3.05,4.0,0.0,3.41,3.18,3.42,0.0
Upper middle income,U30,6,3.25,3.43,3.43,3.67,0.0,3.41,3.42,3.55,0.0
Upper middle income,U30,6,2.82,3.27,3.0,3.04,0.0,3.41,3.39,3.44,0.0
Low income,U44,6.5,2.4,3.5,3.5,3.5,0.0,3.41,3.44,3.68,0.0
Upper middle income,U30,6,2.77,3.3,3.54,3.0,0.0,3.41,3.37,3.48,0.0
Upper middle income,U30,6,3.15,3.0,3.5,3.5,4.0,3.41,3.23,3.42,3.5
Lower middle income,u37,6,3.0,3.1,3.39,3.67,3.0,3.41,3.26,3.42,3.5
Lower middle income,u37,6,3.0,3.83,3.57,3.88,4.0,3.41,3.65,3.67,3.5
Low income,U30,6.2,3.5,3.14,3.36,3.5,0.0,3.41,3.34,3.48,0.0
Upper middle income,U30,6,3.08,3.13,3.39,0.0,0.0,3.41,3.26,0.0,0.0
Low income,U30,7,3.88,3.38,3.63,3.63,3.38,3.41,3.5,3.77,3.5
Upper middle income,U30,6,3.56,4.0,3.95,3.0,4.0,3.41,3.87,3.81,3.48
Upper middle income,U30,6.5,3.04,3.71,3.43,3.91,0.0,3.41,3.62,3.56,0.0
Lower middle income,U30,6.5,3.12,3.5,3.5,3.0,0.0,3.41,3.47,3.64,0.0
Lower middle income,U30,6,2.5,3.6,3.13,0.0,0.0,3.41,3.55,0.0,0.0
Lower middle income,U44,6,3.5,3.5,3.88,3.71,3.0,3.41,3.51,3.54,3.5
Upper middle income,U25,6,3.24,3.42,3.5,0.0,0.0,3.41,3.42,0.0,0.0
Upper middle income,u37,6,3.26,4.0,4.0,4.0,0.0,3.41,3.83,3.85,0.0
Upper middle income,U30,6,3.08,3.43,3.36,3.47,0.0,3.41,3.42,3.47,0.0
Upper middle income,U30,6,3.93,3.54,3.31,3.5,0.0,3.41,3.49,3.61,0.0
Low income,U30,6.2,3.5,3.25,3.75,4.0,0.0,3.41,3.41,3.66,0.0
Upper middle income,U30,6,3.11,3.17,3.0,3.0,3.0,3.41,3.32,3.48,3.5
Upper middle income,U30,6,3.46,3.77,3.5,0.0,0.0,3.41,3.66,0.0,0.0
Lower middle income,u37,6,2.5,3.13,3.5,0.0,0.0,3.41,3.25,0.0,0.0
Upper middle income,U25,6,3.09,2.88,3.38,3.0,0.0,3.41,3.18,3.44,0.0
Upper middle income,u37,6,2.97,3.38,3.63,3.5,0.0,3.41,3.42,3.51,0.0
Upper middle income,u37,6,3.72,3.5,3.13,3.0,0.0,3.41,3.49,3.5,0.0
Upper middle income,u37,6,3.01,3.38,3.38,3.0,0.0,3.41,3.43,3.49,0.0
Upper middle income,U30,6,3.66,3.79,3.43,3.33,2.75,3.41,3.64,3.64,3.5
Upper middle income,U30,6,3.62,3.07,2.93,3.23,0.0,3.41,3.23,3.42,0.0
Upper middle income,U30,6.5,3.81,3.29,3.57,3.67,0.0,3.41,3.38,3.55,0.0
Upper middle income,U30,6,3.06,3.86,3.64,3.67,0.0,3.41,3.69,3.74,0.0
Low income,U30,7,2.09,3.29,3.14,3.82,0.0,3.41,3.49,3.53,0.0
Upper middle income,U30,6,3.505,3.75,3.81,4.0,0.0,3.41,3.69,3.74,0.0
Lower middle income,u37,6,3.0,3.83,3.63,3.5,3.82,3.41,3.66,3.61,3.5
Lower middle income,u37,6,2.5,2.55,2.63,3.0,2.75,3.41,3.18,3.42,3.5
Upper middle income,u37,6,2.0,2.38,3.0,3.5,0.0,3.41,3.18,3.42,0.0
Upper middle income,U30,6.5,3.44,3.86,4.0,4.0,0.0,3.41,3.79,3.88,0.0
Upper middle income,U30,8,2.0,3.36,3.57,3.5,0.0,3.41,3.47,3.58,0.0
Lower middle income,U30,6.5,2.99,2.5,3.88,4.0,3.83,3.41,3.18,3.46,3.56
Upper middle income,U25,6.2,3.7,3.5,3.88,3.5,0.0,3.41,3.52,3.77,0.0
Low income,U30,6,3.5,2.73,3.5,0.0,0.0,3.41,3.19,0.0,0.0
Upper middle income,U25,6,3.27,3.25,3.38,3.5,4.0,3.41,3.34,3.6,3.5
Lower middle income,U30,8,4.0,3.71,3.86,3.67,0.0,3.41,3.62,3.53,0.0
Upper middle income,U25,6,3.03,3.5,3.63,3.5,0.0,3.41,3.49,3.59,0.0
Upper middle income,U30,6,3.51,4.0,3.68,0.0,0.0,3.41,3.83,0.0,0.0
Upper middle income,U25,6,3.19,3.0,3.25,3.5,0.0,3.41,3.21,3.46,0.0
Lower middle income,U25,6.2,2.75,3.63,3.5,4.0,0.0,3.41,3.55,3.67,0.0
Upper middle income,U30,6,3.57,3.88,3.89,0.0,0.0,3.41,3.76,0.0,0.0
Upper middle income,U30,6,3.4,3.25,3.5,3.0,0.0,3.41,3.35,3.5,0.0
Low income,U30,6,3.09,3.5,3.63,3.5,0.0,3.41,3.58,3.61,0.0
Upper middle income,U30,6,3.85,3.0,3.33,4.0,4.0,3.41,3.23,3.5,3.5
Upper middle income,U30,6.2,3.29,3.17,3.0,3.5,3.0,3.41,3.34,3.52,3.5
Lower middle income,U44,7,3.0,3.61,3.63,3.0,0.0,3.41,3.61,3.77,0.0
Upper middle income,U30,6,3.61,3.63,3.83,4.0,4.0,3.41,3.64,3.76,3.5
Lower middle income,U30,6,2.75,3.0,3.25,0.0,0.0,3.41,3.19,0.0,0.0
High income,U44,6.2,3.5,3.75,3.88,4.0,0.0,3.41,3.64,3.81,0.0
Lower middle income,U30,6,3.0,3.75,3.75,3.0,0.0,3.41,3.67,3.66,0.0
Upper middle income,U25,6,3.39,4.0,4.0,0.0,0.0,3.41,3.83,0.0,0.0
Upper middle income,U30,6.5,3.31,2.88,3.0,3.5,0.0,3.41,3.19,3.46,0.0
Upper middle income,U30,6,3.67,3.75,3.13,4.0,0.0,3.41,3.65,3.62,0.0
Lower middle income,U30,6,3.0,3.42,3.71,0.0,0.0,3.41,3.44,0.0,0.0
Upper middle income,U30,6,3.53,3.0,3.0,3.0,3.25,3.41,3.21,3.48,3.5
Upper middle income,U25,6,3.7,3.63,3.75,4.0,0.0,3.41,3.6,3.78,0.0
Lower middle income,U25,6,3.96,3.5,3.63,4.0,3.5,3.41,3.5,3.64,3.5
Upper middle income,U30,6,3.08,2.63,2.88,3.5,3.0,3.41,3.18,3.43,3.5
Lower middle income,u37,6,3.5,3.39,3.25,3.5,3.5,3.41,3.41,3.64,3.5
Lower middle income,U30,7.5,2.97,3.61,3.78,4.0,0.0,3.41,3.64,3.82,0.0
Lower middle income,U30,6,2.66,3.25,3.13,4.0,4.0,3.41,3.3,3.56,3.5
Lower middle income,U30,6,2.5,3.38,3.13,3.5,0.0,3.41,3.39,3.58,0.0
Low income,U44,6,3.5,3.38,3.88,4.0,0.0,3.41,3.48,3.66,0.0
Upper middle income,U30,6,3.11,3.75,4.0,3.5,0.0,3.41,3.66,3.66,0.0
Low income,U30,6,3.5,3.85,3.82,0.0,0.0,3.41,3.78,0.0,0.0
Upper middle income,U30,6,3.61,3.54,3.61,0.0,0.0,3.41,3.51,0.0,0.0
Lower middle income,U30,6,3.46,3.82,3.38,0.0,0.0,3.41,3.7,0.0,0.0
Upper middle income,U30,6,3.24,2.67,3.33,3.5,3.0,3.41,3.18,3.42,3.5
Lower middle income,U30,6,2.91,3.75,4.0,4.0,0.0,3.41,3.64,3.87,0.0
Low income,U30,6.2,3.89,3.38,3.75,4.0,0.0,3.41,3.46,3.79,0.0
Low income,U30,6.2,3.6,3.25,3.5,4.0,0.0,3.41,3.37,3.7,0.0
Low income,U30,6,3.5,3.38,3.75,4.0,0.0,3.41,3.45,3.75,0.0
Lower middle income,U30,6,2.89,3.75,4.0,4.0,0.0,3.41,3.64,3.87,0.0
Lower middle income,u37,6,3.5,2.64,3.21,3.1,2.94,3.41,3.18,3.42,3.5
Lower middle income,U30,6,3.15,2.88,3.13,4.0,0.0,3.41,3.18,3.42,0.0
Upper middle income,U44,6,2.5,4.0,3.88,3.8,3.5,3.41,3.83,3.74,3.5
Lower middle income,U30,6,3.13,3.0,3.13,3.0,2.85,3.41,3.2,3.42,3.5
Lower middle income,U44,6,2.98,2.8,2.88,3.13,0.0,3.41,3.18,3.42,0.0
Upper middle income,U25,6,3.05,3.38,3.13,3.5,0.0,3.41,3.38,3.58,0.0
Upper middle income,U30,6,3.0,3.13,3.0,4.0,0.0,3.41,3.24,3.43,0.0
Lower middle income,u37,6.5,2.56,2.88,3.3,0.0,0.0,3.41,3.21,0.0,0.0
Low income,U30,6,3.5,3.0,3.38,3.5,0.0,3.41,3.24,3.51,0.0
Upper middle income,U30,6,2.63,2.92,3.15,3.0,2.5,3.41,3.18,3.42,3.49
Upper middle income,U30,6,3.48,3.25,3.38,3.5,4.0,3.41,3.36,3.57,3.5
Upper middle income,U25,6,2.76,2.88,3.13,4.0,3.38,3.41,3.19,3.46,3.5
Upper middle income,U30,6,3.26,3.39,3.67,0.0,0.0,3.41,3.45,0.0,0.0
Lower middle income,U30,6,2.92,3.5,3.38,4.0,0.0,3.41,3.47,3.7,0.0
Lower middle income,u37,6.5,2.89,3.17,3.17,4.0,3.5,3.41,3.3,3.57,3.5
Low income,U30,6,4.0,3.88,3.88,4.0,0.0,3.41,3.79,3.99,0.0
Upper middle income,U25,6,3.02,3.0,3.17,3.5,3.1,3.41,3.19,3.53,3.5
Upper middle income,U30,6,2.51,3.38,3.61,0.0,0.0,3.41,3.41,0.0,0.0
Upper middle income,U25,6,3.53,3.55,3.42,3.5,3.5,3.41,3.47,3.65,3.5
Low income,U30,6,4.0,3.88,4.0,4.0,0.0,3.41,3.84,3.92,0.0
Lower middle income,U30,6,3.01,4.0,4.0,4.0,0.0,3.41,3.86,3.9,0.0
Upper middle income,U25,6.2,3.83,3.79,4.0,4.0,4.0,3.41,3.68,3.96,3.5
Upper middle income,U30,6,2.74,3.2,3.42,4.0,3.0,3.41,3.31,3.47,3.5
Low income,U30,6.5,4.0,3.63,3.63,4.0,0.0,3.41,3.67,3.81,0.0
Upper middle income,U30,6,2.88,2.88,3.25,4.0,3.38,3.41,3.19,3.46,3.5
Lower middle income,U30,6,2.92,3.88,4.0,4.0,0.0,3.41,3.73,3.82,0.0
Upper middle income,U30,6,3.27,3.08,3.2,3.33,3.0,3.41,3.25,3.42,3.5
Upper middle income,U30,6,3.14,3.62,3.61,3.33,0.0,3.41,3.57,3.61,0.0
